"Column_1","SONG_NAME","0","1","2","3"
27664,"obviously (Ming Ming Jiu )","healing rice dumpling (Liao Shang Shao Rou Zong )","shouldn't be (Bu Gai )","listen to dad (Ting Ba Ba De Hua )","silence (An Jing )"
27665,"smile (Sha Xiao )","istanbul (Yi Si Tan Bao )","healing rice dumpling (Liao Shang Shao Rou Zong )","listen to dad (Ting Ba Ba De Hua )","sign language (Shou Yu )"
27666,"a larger cello (Bi Jiao Da De Da Ti Qin )","big ben (Da Ben Zhong )","waiting for you (Deng Ni Xia Ke )","listen to dad (Ting Ba Ba De Hua )","sports car model (Chao Pao Nu Shen )"
27667,"love you, no matter what (Ai Ni Mei Chai )","excuse (Jie Kou )","sorry (Dui Bu Qi )","common jasmine orange (Qi Li Xiang )","i find it hard to say (Kai Bu Liao Kou )"
27668,"worldly tavern (Hong Chen Ke Zhan )","checkmate (Jiang Jun )","smile (Sha Xiao )","passer-by (Tian Ya Guo Ke )","yang-ming mountain (Yang Ming Shan )"
27669,"dream (Meng Xiang Qi Dong )","a larger cello (Bi Jiao Da De Da Ti Qin )","my territory (Wo De Di Pan )","shouldn't be (Bu Gai )","princess syndrome (Gong Zhu Bing )"
27670,"big ben (Da Ben Zhong )","healing rice dumpling (Liao Shang Shao Rou Zong )","princess syndrome (Gong Zhu Bing )","waiting for you (Deng Ni Xia Ke )","silence (An Jing )"
27671,"you are everywhere (Na Li Du Shi Ni )","sorry (Dui Bu Qi )","waiting for you (Deng Ni Xia Ke )","handwritten past (Shou Xie De Cong Qian )","my territory (Wo De Di Pan )"
27672,"ukulele (Wu Ke Li Li )","princess syndrome (Gong Zhu Bing )","enchanting melody (Mi Hun Qu )","terrace field (Ti Tian )","piano of sorrow (Qin Shang )"
27673,"yang-ming mountain (Yang Ming Shan )","won't cry (Shuo Hao Bu Ku )","smile (Sha Xiao )","listen to dad (Ting Ba Ba De Hua )","you are happier than before (Ni Bi Cong Qian Kuai Le )"
27674,"stolen love (Qie Ai )","failure at love (Ai Qing Fei Chai )","waiting for you (Deng Ni Xia Ke )","healing rice dumpling (Liao Shang Shao Rou Zong )","smile (Sha Xiao )"
27675,"what kind of man (Suan Shi Mo Nan Ren )","a larger cello (Bi Jiao Da De Da Ti Qin )","big ben (Da Ben Zhong )","healing rice dumpling (Liao Shang Shao Rou Zong )","waiting for you (Deng Ni Xia Ke )"
27676,"passer-by (Tian Ya Guo Ke )","love you, no matter what (Ai Ni Mei Chai )","excuse (Jie Kou )","i find it hard to say (Kai Bu Liao Kou )","common jasmine orange (Qi Li Xiang )"
27677,"what's wrong (Zen Mo Liao )","sports car model (Chao Pao Nu Shen )","listen to dad (Ting Ba Ba De Hua )","waiting for you (Deng Ni Xia Ke )","broken string (Duan Liao De Xian )"
27678,"one breath (Yi Kou Qi Quan Nian Dui )","ukulele (Wu Ke Li Li )","terrace field (Ti Tian )","a larger cello (Bi Jiao Da De Da Ti Qin )","sports car model (Chao Pao Nu Shen )"
27679,"i want summer (Wo Yao Xia Tian )","shouldn't be (Bu Gai )","ukulele (Wu Ke Li Li )","broken string (Duan Liao De Xian )","my territory (Wo De Di Pan )"
27680,"handwritten past (Shou Xie De Cong Qian )","let's go (Shuo Zou Jiu Zou )","you are everywhere (Na Li Du Shi Ni )","sorry (Dui Bu Qi )","waiting for you (Deng Ni Xia Ke )"
27681,"extra large shoes (Xie Zi Te Da Hao )","not the end of the world (Shi Jie Wei Mo Ri )","chaotic dance (Luan Wu Chun Qiu )","ukulele (Wu Ke Li Li )","terrace field (Ti Tian )"
27682,"listen to dad (Ting Ba Ba De Hua )","broken string (Duan Liao De Xian )","sign language (Shou Yu )","won't cry (Shuo Hao Bu Ku )","healing rice dumpling (Liao Shang Shao Rou Zong )"
27683,"mermaid (Mei Ren Yu )","love before bc (Ai Zai Xi Yuan Qian )","lover from previous life (Qian Shi Qing Ren )","sorry (Dui Bu Qi )","common jasmine orange (Qi Li Xiang )"
27684,"rhythm of the rain (Ting Jian Xia Yu De Sheng Yin )","enchanting melody (Mi Hun Qu )","my territory (Wo De Di Pan )","sorry (Dui Bu Qi )","handwritten past (Shou Xie De Cong Qian )"
27685,"bedtime stories (Chuang Bian Gu Shi )","sorry (Dui Bu Qi )","ancient indian turtledove (Yin Di An Lao Ban Jiu )","how are you (Ni Hao Ma )","terrace field (Ti Tian )"
27686,"let's go (Shuo Zou Jiu Zou )","waiting for you (Deng Ni Xia Ke )","ukulele (Wu Ke Li Li )","handwritten past (Shou Xie De Cong Qian )","enchanting melody (Mi Hun Qu )"
27687,"a little bit (Yi Dian Dian )","orbit (Gui Ji )","you are happier than before (Ni Bi Cong Qian Kuai Le )","shadow play (Pi Ying Xi )","waiting for you (Deng Ni Xia Ke )"
27688,"lover from previous life (Qian Shi Qing Ren )","common jasmine orange (Qi Li Xiang )","sorry (Dui Bu Qi )","love you, no matter what (Ai Ni Mei Chai )","shouldn't be (Bu Gai )"
27689,"hero (Ying Xiong )","healing rice dumpling (Liao Shang Shao Rou Zong )","failure at love (Ai Qing Fei Chai )","a larger cello (Bi Jiao Da De Da Ti Qin )","ukulele (Wu Ke Li Li )"
27690,"shouldn't be (Bu Gai )","terrace field (Ti Tian )","failure at love (Ai Qing Fei Chai )","cliff (Ai Qing Xuan Ya )","lover from previous life (Qian Shi Qing Ren )"
27691,"turkish ice cream (Tu Er Qi Bing Qi Lin )","bedtime stories (Chuang Bian Gu Shi )","a larger cello (Bi Jiao Da De Da Ti Qin )","terrace field (Ti Tian )","princess syndrome (Gong Zhu Bing )"
27692,"love confession (Gao Bai Qi Qiu )","healing rice dumpling (Liao Shang Shao Rou Zong )","enchanting melody (Mi Hun Qu )","piano of sorrow (Qin Shang )","ukulele (Wu Ke Li Li )"
27693,"now you see me","silence (An Jing )","listen to dad (Ting Ba Ba De Hua )","broken string (Duan Liao De Xian )","waiting for you (Deng Ni Xia Ke )"
27694,"failure at love (Ai Qing Fei Chai )","broken string (Duan Liao De Xian )","healing rice dumpling (Liao Shang Shao Rou Zong )","silence (An Jing )","waiting for you (Deng Ni Xia Ke )"
27695,"golden armor (Huang Jin Jia )","struggle (Kun Shou Zhi Dou )","sorry (Dui Bu Qi )","worldly tavern (Hong Chen Ke Zhan )","checkmate (Jiang Jun )"
27696,"if you don't love me, it's fine (Bu Ai Wo Jiu La Dao )","smile (Sha Xiao )","sign language (Shou Yu )","healing rice dumpling (Liao Shang Shao Rou Zong )","listen to dad (Ting Ba Ba De Hua )"
27697,"my time","not the end of the world (Shi Jie Wei Mo Ri )","love you, no matter what (Ai Ni Mei Chai )","cliff (Ai Qing Xuan Ya )","south of the border (down mexico way)"
27698,"secret (Bu Neng Shuo De Mi Mi )","i find it hard to say (Kai Bu Liao Kou )","sorry (Dui Bu Qi )","excuse (Jie Kou )","love you, no matter what (Ai Ni Mei Chai )"
27699,"waiting for you (Deng Ni Xia Ke )","healing rice dumpling (Liao Shang Shao Rou Zong )","big ben (Da Ben Zhong )","failure at love (Ai Qing Fei Chai )","how are you (Ni Hao Ma )"
27700,"won't cry (Shuo Hao Bu Ku )","silence (An Jing )","princess syndrome (Gong Zhu Bing )","basketball match (Dou Niu )","listen to dad (Ting Ba Ba De Hua )"
27701,"intro","didn't ya","longing for old virginia","team","which one"
27702,"run it!","ain't no way (you won't love me)","come over","rock with you","run it! (remix)"
27703,"yo (excuse me miss)","second to no one","i don't wanna miss a thing","can you keep a secret?","i'd do anything"
27704,"young love","young girls are my weakness","forever young","more love","caught up"
27705,"gimme that","won't cry (Shuo Hao Bu Ku )","checkmate (Jiang Jun )","silence (An Jing )","yue liang dai biao wo de xin"
27706,"ya man ain't me","ain't that love","he ain't gotta know","side nigga","hank williams said it best"
27707,"winner","get it girl","all alone part 1","you don't know that i know","what do i say"
27708,"ain't no way (you won't love me)","always in my heart","please don't go girl","i'd do anything","don't pass me by"
27709,"what's my name","didn't know when to stop","always","only you know and i know","i was wrong"
27710,"is this love?","i tried","paraffin","if you gotta go, go now","you gotta move"
27711,"super human","stop myself (only human)","human eyes","human","human"
27712,"heart ain't a brain","always in my heart","ain't that love","theaters","you have my heart"
27713,"picture perfect (remix)","queen of the night","do don't won't","you","run it! (remix)"
27714,"feel the steam","do i make you wanna","make love","state of bliss","get to know"
27715,"which one","hey ya'll","good to you","middle talking","didn't ya"
27716,"so glad","stuck with you","just about glad","no thing on me (cocaine song)","i'm glad"
27717,"shoes","woo hoo","tell 'em","picture perfect (remix)","got to get up"
27718,"big booty judy","you like that","feel the steam","wanna go walking","big booty"
27719,"medusa","old street","please don't go girl","i ain't mad at ya","right thurr (remix)"
27720,"back out","outstanding","stuck on the couch (intro)","come home tonight","call u out"
27721,"work wit it","death row's back","sista","work to do","come over"
27722,"say ahh","don't let me know","run it! (remix)","ain't thinkin bout you","strip"
27723,"no bullshit","one night","part of the night","erday","no bullshit"
27724,"twitter (follow me)","no path to follow","should have","breather","hymn for my father"
27725,"deuces","mother","good bye, my love","bye bye baby, goodbye","two black cadillacs"
27726,"no bullshit","one more night","one night","part of the night","no bullshit"
27727,"48 bar rap","hot nigga (freestyle)","9k freestyle","feelings","man of the year"
27728,"ballin","last","drop down","the bitch is back","5 a.m. (freestyle)"
27729,"middle talking","good to you","hey ya'll","didn't ya","which one"
27730,"ain't thinkin bout you","only 4 me","ya man ain't me","can't say no","the girls"
27731,"real hip hop shit #3","under lights interlude","loyal","9k freestyle","i'm a hustla"
27732,"real hip hop shit","memphis to la","missing you","man of the year","last bite"
27733,"snapbacks back","the other side","fuck dat nigga (skit)","9k freestyle","i'm a hustla"
27734,"the best yo","make it special again","i'd do anything","just once in my life","please don't go girl"
27735,"marvin's room (remix)","i'm a hustla","always in my heart","let me live intro (1:42 a.m)","hell of a night"
27736,"100%","creed","outro","point blank","100 paciencia"
27737,"last","it's not like him","ballin","woo hoo","i like it"
